customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,Churn,Probabilidad_Churn,Segmento_Riesgo,Ingreso_Mensual_En_Riesgo
9323-HGFWY,0,0,1,0,27,25-48 meses,One year,Credit card (automatic),Fiber optic,101.9,2681.15,No,0.4793,Medio,0.0
8544-GOQSH,0,0,0,0,14,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,80.05,1112.3,No,0.6629,Alto,80.05
3363-DTIVD,1,0,1,1,71,49-72 meses,Two year,Electronic check,Fiber optic,105.55,7405.5,No,0.3031,Medio,0.0
7018-WBJNK,1,0,0,1,13,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,78.3,1033.95,No,0.6867,Alto,78.3
9142-KZXOP,1,0,0,0,44,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,68.85,2958.95,No,0.4454,Medio,0.0
7674-YTAFD,0,0,0,0,33,25-48 meses,One year,Bank transfer (automatic),Fiber optic,79.95,2684.85,No,0.3575,Medio,0.0
6348-SNFUS,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),DSL,55.45,4179.2,No,0.0261,Bajo,0.0
1285-OKIPP,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,79.9,79.9,Yes,0.875,Alto,79.9
7825-ECJRF,0,0,0,0,19,13-24 meses,Month-to-month,Electronic check,Fiber optic,106.6,1934.45,Yes,0.6793,Alto,106.6
1347-KTTTA,1,0,1,0,64,49-72 meses,One year,Credit card (automatic),Fiber optic,102.45,6654.1,No,0.3599,Medio,0.0
7841-TZDMQ,1,0,0,0,2,0-12 meses,Month-to-month,Credit card (automatic),DSL,46.0,84.5,Yes,0.7245,Alto,46.0
4195-NZGTA,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,25.25,25.25,No,0.7523,Alto,25.25
7157-SMCFK,1,0,0,1,61,49-72 meses,Two year,Mailed check,No,19.75,1124.2,No,0.0727,Bajo,0.0
4709-LKHYG,0,0,1,1,29,25-48 meses,One year,Electronic check,No,20.0,540.05,No,0.0836,Bajo,0.0
2504-DSHIH,1,1,1,0,23,13-24 meses,Month-to-month,Electronic check,Fiber optic,86.8,1975.85,No,0.6898,Alto,86.8
0699-NDKJM,0,0,1,0,57,49-72 meses,Month-to-month,Bank transfer (automatic),DSL,58.75,3437.45,No,0.2579,Bajo,0.0
9286-BHDQG,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),DSL,45.25,3139.8,No,0.0488,Bajo,0.0
0230-WEQUW,1,0,1,0,66,49-72 meses,Two year,Bank transfer (automatic),DSL,56.6,3789.2,No,0.0344,Bajo,0.0
2040-LDIWQ,1,0,1,1,65,49-72 meses,Two year,Bank transfer (automatic),DSL,84.2,5324.5,No,0.0879,Bajo,0.0
6496-JDSSB,0,0,0,0,8,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,80.0,624.6,No,0.816,Alto,80.0
9408-SSNVZ,0,0,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.15,268.35,Yes,0.832,Alto,70.15
4443-EMBNA,0,0,1,0,71,49-72 meses,Two year,Bank transfer (automatic),No,24.75,1836.9,No,0.0216,Bajo,0.0
6469-MRVET,1,0,1,1,1,0-12 meses,One year,Electronic check,No,20.2,20.2,No,0.3814,Medio,0.0
0742-MOABM,1,0,1,0,4,0-12 meses,Month-to-month,Mailed check,DSL,50.05,179.35,Yes,0.5877,Medio,0.0
5961-VUSRV,0,0,0,0,12,0-12 meses,One year,Bank transfer (automatic),No,19.35,219.35,No,0.135,Bajo,0.0
6778-JFCMK,1,0,0,0,24,13-24 meses,One year,Mailed check,DSL,50.6,1288.75,No,0.2793,Bajo,0.0
6341-JVQGF,0,0,1,1,31,25-48 meses,One year,Mailed check,DSL,81.15,2545.75,No,0.2445,Bajo,0.0
2232-DMLXU,0,0,1,0,1,0-12 meses,Month-to-month,Mailed check,DSL,55.2,55.2,Yes,0.6808,Alto,55.2
4811-JBUVU,1,0,0,0,30,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,89.9,2723.15,No,0.5227,Medio,0.0
0945-TSONX,0,0,1,1,47,25-48 meses,Two year,Credit card (automatic),DSL,85.3,4107.25,No,0.0765,Bajo,0.0
2651-ZCBXV,1,0,0,0,54,49-72 meses,Two year,Credit card (automatic),Fiber optic,108.0,5760.65,No,0.3378,Medio,0.0
3316-UWXUY,1,0,0,0,50,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,93.5,4747.5,No,0.3654,Medio,0.0
8937-RDTHP,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,84.6,84.6,Yes,0.8121,Alto,84.6
7083-MIOPC,0,0,0,0,72,49-72 meses,Two year,Credit card (automatic),No,20.25,1566.9,No,0.0299,Bajo,0.0
1984-GPTEH,0,0,0,0,29,25-48 meses,Month-to-month,Electronic check,No,25.15,702.0,No,0.1664,Bajo,0.0
1251-KRREG,1,0,0,0,2,0-12 meses,Month-to-month,Mailed check,DSL,54.4,114.1,Yes,0.6928,Alto,54.4
0621-JFHOL,0,0,0,0,10,0-12 meses,Two year,Mailed check,DSL,29.6,299.05,No,0.3308,Medio,0.0
9903-LYSAB,1,0,1,0,18,13-24 meses,Month-to-month,Electronic check,Fiber optic,73.15,1305.95,No,0.7144,Alto,73.15
0094-OIFMO,0,1,0,0,11,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.0,1120.3,Yes,0.8272,Alto,95.0
9227-UAQFT,1,0,0,0,16,13-24 meses,Two year,Mailed check,No,19.75,284.35,No,0.1027,Bajo,0.0
7301-ABVAD,0,0,0,0,72,49-72 meses,Two year,Bank transfer (automatic),DSL,86.6,6350.5,No,0.0599,Bajo,0.0
6614-FHDBO,1,0,0,0,72,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,109.2,7878.3,No,0.194,Bajo,0.0
7576-ASEJU,0,0,1,1,41,25-48 meses,One year,Credit card (automatic),DSL,74.7,3187.65,No,0.2343,Bajo,0.0
9058-HRZSV,0,1,1,0,65,49-72 meses,Month-to-month,Electronic check,Fiber optic,94.4,6126.15,No,0.3809,Medio,0.0
4522-AKYLR,0,1,0,0,13,13-24 meses,Month-to-month,Electronic check,DSL,54.8,731.3,No,0.5287,Medio,0.0
0221-WMXNQ,1,1,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,75.35,273.4,No,0.6869,Alto,75.35
0303-UNCIP,1,0,0,0,41,25-48 meses,One year,Mailed check,DSL,65.0,2531.8,No,0.2696,Bajo,0.0
9947-OTFQU,1,1,0,0,15,13-24 meses,Month-to-month,Electronic check,Fiber optic,74.4,1074.3,Yes,0.7589,Alto,74.4
0322-YINQP,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,48.55,48.55,Yes,0.6535,Alto,48.55
0959-WHOKV,1,0,0,0,42,25-48 meses,One year,Electronic check,Fiber optic,99.0,4298.45,No,0.5105,Medio,0.0
4075-JFPGR,0,0,1,0,51,49-72 meses,One year,Electronic check,Fiber optic,93.5,4619.55,No,0.397,Medio,0.0
4629-NRXKX,0,0,1,1,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.4,147.15,Yes,0.7881,Alto,70.4
9514-JDSKI,1,1,1,0,1,0-12 meses,Month-to-month,Electronic check,DSL,40.2,40.2,Yes,0.7328,Alto,40.2
3282-ZISZV,1,0,0,1,32,25-48 meses,One year,Credit card (automatic),DSL,83.7,2633.3,No,0.2706,Bajo,0.0
3675-YDUPJ,1,0,0,0,10,0-12 meses,Month-to-month,Mailed check,No,19.85,193.05,No,0.2157,Bajo,0.0
4111-BNXIF,0,0,1,1,67,49-72 meses,Two year,Electronic check,DSL,59.55,4103.9,No,0.1331,Bajo,0.0
7017-VFHAY,0,0,1,1,61,49-72 meses,Two year,Credit card (automatic),Fiber optic,115.1,7008.15,No,0.1715,Bajo,0.0
6655-LHBYW,1,0,0,0,50,49-72 meses,One year,Credit card (automatic),Fiber optic,114.35,5791.1,No,0.3568,Medio,0.0
4959-JOSRX,0,0,1,0,2,0-12 meses,Month-to-month,Credit card (automatic),DSL,44.6,80.55,Yes,0.7056,Alto,44.6
5046-NUHWD,0,1,1,0,29,25-48 meses,Month-to-month,Electronic check,DSL,45.0,1228.65,No,0.4425,Medio,0.0
7273-TEFQD,1,1,0,0,3,0-12 meses,Month-to-month,Electronic check,DSL,41.15,132.2,Yes,0.7887,Alto,41.15
3606-TWKGI,1,1,0,0,13,13-24 meses,Month-to-month,Electronic check,Fiber optic,106.9,1364.3,Yes,0.8178,Alto,106.9
7529-ZDFXI,1,1,1,0,57,49-72 meses,Month-to-month,Electronic check,Fiber optic,89.85,4925.35,No,0.5777,Medio,0.0
7605-BDWDC,0,0,0,0,31,25-48 meses,Two year,Bank transfer (automatic),DSL,49.85,1520.1,No,0.1013,Bajo,0.0
1950-KSVVJ,0,0,1,0,45,25-48 meses,One year,Mailed check,Fiber optic,113.3,5032.25,No,0.3427,Medio,0.0
0123-CRBRT,0,0,1,1,61,49-72 meses,Two year,Mailed check,DSL,88.1,5526.75,No,0.0393,Bajo,0.0
6292-TOSSS,1,0,0,0,50,49-72 meses,Two year,Bank transfer (automatic),No,24.9,1195.25,No,0.0678,Bajo,0.0
3197-ARFOY,0,1,0,0,19,13-24 meses,Month-to-month,Mailed check,Fiber optic,105.0,2007.25,No,0.6133,Alto,105.0
6323-AYBRX,1,0,0,0,59,49-72 meses,Two year,Mailed check,No,19.35,1099.6,Yes,0.0925,Bajo,0.0
7014-ZZXAW,0,0,1,0,71,49-72 meses,Two year,Credit card (automatic),No,24.25,1732.95,No,0.0332,Bajo,0.0
4385-GZQXV,0,1,0,0,16,13-24 meses,Month-to-month,Electronic check,Fiber optic,94.45,1511.2,Yes,0.7438,Alto,94.45
7633-MVPUY,1,0,1,0,57,49-72 meses,Two year,Electronic check,DSL,59.75,3450.15,No,0.1263,Bajo,0.0
6366-ZGQGL,1,0,0,0,1,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,24.8,24.8,Yes,0.7117,Alto,24.8
4716-HHKQH,1,1,1,0,20,13-24 meses,Month-to-month,Electronic check,Fiber optic,107.05,2172.05,No,0.659,Alto,107.05
5940-AHUHD,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,70.6,70.6,Yes,0.8443,Alto,70.6
6432-TWQLB,1,0,1,0,5,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.4,401.1,Yes,0.8273,Alto,85.4
4484-GLZOU,0,0,1,0,52,49-72 meses,Month-to-month,Electronic check,Fiber optic,105.05,5624.85,Yes,0.6394,Alto,105.05
3179-GBRWV,1,1,1,0,21,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,64.95,1339.8,No,0.4042,Medio,0.0
8645-KWHJO,1,0,0,0,14,13-24 meses,Month-to-month,Electronic check,DSL,55.0,771.95,No,0.5273,Medio,0.0
4130-MZLCC,0,0,0,0,5,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,50.55,244.75,No,0.5523,Medio,0.0
0314-TKOSI,0,0,0,0,6,0-12 meses,Month-to-month,Mailed check,DSL,55.15,322.9,No,0.4457,Medio,0.0
8229-MYEJZ,0,0,0,0,10,0-12 meses,Month-to-month,Electronic check,DSL,51.2,498.25,No,0.516,Medio,0.0
2080-SRCDE,0,0,0,1,1,0-12 meses,Month-to-month,Mailed check,No,25.4,25.4,No,0.3782,Medio,0.0
9577-WJVCQ,0,0,0,0,68,49-72 meses,Month-to-month,Mailed check,DSL,54.45,3687.75,No,0.1874,Bajo,0.0
9512-UIBFX,1,0,1,1,18,13-24 meses,Month-to-month,Mailed check,Fiber optic,95.15,1779.95,Yes,0.5996,Medio,0.0
6202-DYYFX,0,0,0,0,22,13-24 meses,One year,Credit card (automatic),Fiber optic,76.0,1783.6,No,0.4535,Medio,0.0
3808-HFKDE,0,0,0,0,20,13-24 meses,Month-to-month,Electronic check,DSL,44.35,927.15,No,0.5283,Medio,0.0
5583-SXDAG,1,0,1,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.0,70.0,Yes,0.84,Alto,70.0
3488-PGMQJ,1,1,0,0,8,0-12 meses,Month-to-month,Electronic check,Fiber optic,74.5,606.55,Yes,0.8212,Alto,74.5
3580-REOAC,1,0,0,0,10,0-12 meses,Month-to-month,Credit card (automatic),DSL,44.85,435.4,Yes,0.5403,Medio,0.0
7534-BFESC,1,1,0,0,24,13-24 meses,Month-to-month,Electronic check,Fiber optic,76.1,1712.7,Yes,0.7232,Alto,76.1
3727-OWVYD,1,0,0,0,35,25-48 meses,One year,Mailed check,DSL,61.2,2021.2,No,0.1895,Bajo,0.0
2294-SALNE,1,0,1,1,23,13-24 meses,One year,Mailed check,Fiber optic,86.8,1940.8,No,0.3268,Medio,0.0
4847-TAJYI,0,1,0,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,89.35,567.8,No,0.8742,Alto,89.35
1563-IWQEX,0,0,0,0,12,0-12 meses,Month-to-month,Mailed check,No,19.7,220.35,No,0.2004,Bajo,0.0
8203-XJZRC,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.25,20.25,No,0.5492,Medio,0.0
6556-DBKZF,0,0,1,1,71,49-72 meses,Two year,Electronic check,Fiber optic,76.05,5436.45,No,0.2787,Bajo,0.0
6851-WEFYX,1,1,1,0,35,25-48 meses,Month-to-month,Electronic check,Fiber optic,100.8,3437.5,No,0.7567,Alto,100.8
2985-JUUBZ,1,0,1,1,40,25-48 meses,Month-to-month,Electronic check,DSL,74.55,3015.75,No,0.4309,Medio,0.0
6390-DSAZX,0,0,0,1,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,73.6,73.6,Yes,0.7978,Alto,73.6
0895-LMRSF,1,0,0,0,23,13-24 meses,One year,Bank transfer (automatic),DSL,64.9,1509.8,No,0.343,Medio,0.0
8098-LLAZX,0,1,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,95.45,396.1,Yes,0.9141,Alto,95.45
8266-VBFQL,1,0,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,90.4,356.65,No,0.8102,Alto,90.4
8181-YHCMF,0,0,1,1,68,49-72 meses,Two year,Credit card (automatic),DSL,60.3,4109.0,No,0.0412,Bajo,0.0
2240-HSJQD,1,0,0,1,38,25-48 meses,Month-to-month,Mailed check,Fiber optic,81.85,3141.7,No,0.5156,Medio,0.0
1248-DYXUB,1,0,1,1,52,49-72 meses,Two year,Mailed check,No,24.8,1229.1,No,0.033,Bajo,0.0
0265-EDXBD,1,1,1,0,32,25-48 meses,Month-to-month,Electronic check,Fiber optic,74.9,2303.35,Yes,0.7148,Alto,74.9
4115-BNPJY,1,0,1,1,29,25-48 meses,Two year,Mailed check,DSL,75.55,2054.4,No,0.1094,Bajo,0.0
3167-SNQPL,1,1,1,1,38,25-48 meses,Month-to-month,Electronic check,Fiber optic,101.15,3741.85,No,0.6428,Alto,101.15
4091-TVOCN,1,0,0,1,48,25-48 meses,One year,Credit card (automatic),DSL,78.75,3682.45,No,0.2428,Bajo,0.0
1098-TDVUQ,0,0,0,0,1,0-12 meses,Month-to-month,Bank transfer (automatic),No,19.25,19.25,No,0.5212,Medio,0.0
7277-OZCGZ,0,0,0,0,22,13-24 meses,Month-to-month,Electronic check,Fiber optic,89.05,1886.25,No,0.6268,Alto,89.05
1557-EMYVT,0,0,0,0,43,25-48 meses,Two year,Credit card (automatic),Fiber optic,115.05,4895.1,No,0.2571,Bajo,0.0
2799-ARNLO,0,1,1,0,5,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.35,341.6,No,0.8106,Alto,69.35
7563-BIUPC,1,0,0,0,5,0-12 meses,Month-to-month,Electronic check,Fiber optic,80.6,415.55,Yes,0.8586,Alto,80.6
5027-YOCXN,1,0,1,1,51,49-72 meses,One year,Credit card (automatic),Fiber optic,110.05,5686.4,No,0.335,Medio,0.0
3973-SKMLN,1,0,0,0,71,49-72 meses,Two year,Credit card (automatic),No,19.9,1355.1,No,0.0444,Bajo,0.0
2321-OMBXY,0,0,1,1,38,25-48 meses,One year,Credit card (automatic),DSL,80.3,3058.65,Yes,0.298,Bajo,0.0
2840-XANRC,1,1,1,0,24,13-24 meses,Month-to-month,Electronic check,Fiber optic,93.15,2231.05,Yes,0.7229,Alto,93.15
6745-JEFZB,1,0,1,0,35,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,91.5,3236.35,No,0.4892,Medio,0.0
5020-ZSTTY,0,1,0,0,54,49-72 meses,One year,Bank transfer (automatic),DSL,82.45,4350.1,Yes,0.2815,Bajo,0.0
9880-TDQAC,0,0,1,1,72,49-72 meses,Two year,Electronic check,DSL,60.0,4264.0,No,0.1306,Bajo,0.0
8705-WZCYL,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,44.8,44.8,No,0.7939,Alto,44.8
7102-JJVTX,0,0,1,1,9,0-12 meses,One year,Mailed check,DSL,48.6,422.3,No,0.3555,Medio,0.0
8626-PTQGE,1,0,0,0,69,49-72 meses,Two year,Bank transfer (automatic),DSL,60.05,4176.7,No,0.0442,Bajo,0.0
4983-CLMLV,0,0,1,0,52,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,102.7,5138.1,No,0.4977,Medio,0.0
5701-YVSVF,0,1,1,0,11,0-12 meses,Month-to-month,Electronic check,Fiber optic,82.9,880.05,No,0.7524,Alto,82.9
5804-LEPIM,0,1,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,70.35,139.05,Yes,0.836,Alto,70.35
5697-GOMBF,0,1,1,1,28,25-48 meses,Month-to-month,Electronic check,DSL,35.9,973.65,No,0.4958,Medio,0.0
2739-CACDQ,0,1,0,0,17,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,82.65,1470.05,No,0.6181,Alto,82.65
9385-EHGDO,0,0,1,1,35,25-48 meses,Two year,Mailed check,No,19.85,739.35,No,0.0407,Bajo,0.0
9498-FIMXL,0,0,0,0,8,0-12 meses,One year,Mailed check,No,19.2,161.95,No,0.122,Bajo,0.0
2379-GYFLQ,1,0,0,0,46,25-48 meses,One year,Credit card (automatic),Fiber optic,94.9,4422.95,No,0.3941,Medio,0.0
0122-OAHPZ,0,0,0,0,7,0-12 meses,Month-to-month,Electronic check,Fiber optic,73.85,511.25,Yes,0.8522,Alto,73.85
2868-SNELZ,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,Fiber optic,80.6,155.8,Yes,0.8269,Alto,80.6
4322-RCYMT,1,0,1,1,68,49-72 meses,One year,Bank transfer (automatic),DSL,75.8,5293.95,Yes,0.2408,Bajo,0.0
6680-NENYN,0,0,0,0,43,25-48 meses,Two year,Electronic check,Fiber optic,104.6,4759.85,Yes,0.4568,Medio,0.0
2088-IEBAU,0,0,0,0,68,49-72 meses,Two year,Electronic check,DSL,88.15,6148.45,No,0.1082,Bajo,0.0
7982-VCELR,0,0,0,0,36,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,94.8,3565.65,No,0.5685,Medio,0.0
1343-EHPYB,1,0,1,0,63,49-72 meses,Month-to-month,Electronic check,Fiber optic,103.4,6603.0,Yes,0.6257,Alto,103.4
6035-BXTTY,0,1,0,0,32,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,54.65,1830.1,No,0.2987,Bajo,0.0
6885-PKOAM,0,0,1,0,71,49-72 meses,Two year,Credit card (automatic),DSL,85.75,6223.8,No,0.0335,Bajo,0.0
7520-HQWJU,0,0,1,1,66,49-72 meses,Month-to-month,Bank transfer (automatic),DSL,67.45,4508.65,No,0.1861,Bajo,0.0
9639-BUJXT,1,0,0,0,63,49-72 meses,One year,Mailed check,No,20.5,1328.15,No,0.0723,Bajo,0.0
5924-SNGKP,0,0,0,1,41,25-48 meses,One year,Credit card (automatic),No,20.25,865.0,No,0.0572,Bajo,0.0
0021-IKXGC,0,1,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,72.1,72.1,No,0.8962,Alto,72.1
2034-GDRCN,0,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,90.4,168.2,Yes,0.8822,Alto,90.4
8966-SNIZF,0,0,1,0,70,49-72 meses,Two year,Bank transfer (automatic),No,19.45,1303.5,No,0.0386,Bajo,0.0
6243-OZGFH,0,0,0,0,23,13-24 meses,Month-to-month,Electronic check,DSL,44.95,996.85,No,0.5228,Medio,0.0
4654-DLAMQ,0,1,1,0,64,49-72 meses,One year,Bank transfer (automatic),Fiber optic,97.0,6430.9,No,0.2804,Bajo,0.0
0513-RBGPE,1,0,1,1,37,25-48 meses,Two year,Credit card (automatic),DSL,62.8,2278.75,No,0.0963,Bajo,0.0
5160-UXJED,1,0,0,1,17,13-24 meses,One year,Mailed check,DSL,44.6,681.4,No,0.3284,Medio,0.0
4115-NZRKS,0,1,0,0,7,0-12 meses,Month-to-month,Electronic check,Fiber optic,89.15,574.35,No,0.8713,Alto,89.15
0219-YTZUE,1,0,1,1,4,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,84.8,371.9,Yes,0.8382,Alto,84.8
0623-IIHUG,0,1,0,0,21,13-24 meses,Month-to-month,Electronic check,DSL,41.9,840.1,Yes,0.5629,Medio,0.0
4572-DVCGN,0,0,0,0,10,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,80.25,846.0,Yes,0.7957,Alto,80.25
3351-NGXYI,0,1,0,0,16,13-24 meses,Month-to-month,Electronic check,DSL,54.1,889.0,No,0.543,Medio,0.0
8984-EYLLL,1,0,1,0,64,49-72 meses,Two year,Electronic check,Fiber optic,105.25,6823.4,No,0.3103,Medio,0.0
9057-MSWCO,1,1,1,0,27,25-48 meses,Month-to-month,Credit card (automatic),DSL,30.75,805.1,Yes,0.4151,Medio,0.0
9833-TGFHX,1,0,1,1,42,25-48 meses,One year,Electronic check,Fiber optic,97.1,4016.75,No,0.4633,Medio,0.0
9294-TDIPC,1,0,0,1,5,0-12 meses,Month-to-month,Mailed check,No,20.2,83.75,No,0.2,Bajo,0.0
5229-DTFYB,0,0,0,0,41,25-48 meses,Two year,Bank transfer (automatic),Fiber optic,98.8,3959.15,No,0.2683,Bajo,0.0
0104-PPXDV,1,0,1,0,58,49-72 meses,One year,Credit card (automatic),DSL,50.3,2878.55,No,0.1993,Bajo,0.0
5176-LMJXE,0,0,0,0,47,25-48 meses,Two year,Mailed check,No,20.55,945.7,No,0.0382,Bajo,0.0
3583-KRKMD,1,0,0,0,18,13-24 meses,Month-to-month,Bank transfer (automatic),Fiber optic,75.9,1373.05,No,0.5535,Medio,0.0
1010-DIAUQ,1,0,0,0,5,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,96.5,492.55,Yes,0.8189,Alto,96.5
9069-LGEUL,1,0,1,0,23,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,59.95,1406.0,No,0.3135,Medio,0.0
7302-ZHMHP,0,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,19.15,19.15,No,0.518,Medio,0.0
9571-EDEBV,1,0,1,0,71,49-72 meses,One year,Credit card (automatic),Fiber optic,98.65,6962.85,No,0.3947,Medio,0.0
3520-FJGCV,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,112.6,8126.65,No,0.0828,Bajo,0.0
6563-VRERX,1,0,1,1,33,25-48 meses,One year,Mailed check,No,20.6,690.25,No,0.0391,Bajo,0.0
0259-GBZSH,1,0,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.65,181.5,Yes,0.8959,Alto,85.65
6122-EFVKN,1,0,0,1,24,13-24 meses,Two year,Mailed check,DSL,35.75,830.8,No,0.1281,Bajo,0.0
2805-EDJPQ,0,0,1,1,56,49-72 meses,One year,Credit card (automatic),Fiber optic,99.75,5608.4,No,0.3393,Medio,0.0
6862-CQUMB,1,0,0,0,37,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,96.1,3646.8,No,0.5724,Medio,0.0
7156-MXBJE,0,0,0,0,43,25-48 meses,One year,Credit card (automatic),DSL,85.1,3662.25,No,0.241,Bajo,0.0
6158-HDPXZ,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,25.35,25.35,No,0.7169,Alto,25.35
9601-BRXPO,0,0,1,0,25,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,104.95,2566.5,Yes,0.6265,Alto,104.95
2863-IMQDR,0,0,0,0,61,49-72 meses,Two year,Electronic check,DSL,89.65,5308.7,No,0.1245,Bajo,0.0
5686-CMAWK,1,0,0,0,17,13-24 meses,One year,Electronic check,Fiber optic,86.75,1410.25,No,0.5039,Medio,0.0
5651-CRHKQ,0,0,1,0,41,25-48 meses,One year,Bank transfer (automatic),Fiber optic,86.2,3339.05,No,0.3101,Medio,0.0
6905-NIQIN,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,50.65,50.65,Yes,0.6751,Alto,50.65
8204-YJCLA,1,1,1,1,72,49-72 meses,Two year,Bank transfer (automatic),DSL,64.8,4732.35,No,0.0587,Bajo,0.0
5167-ZFFMM,1,0,0,0,1,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,90.85,90.85,Yes,0.8631,Alto,90.85
6583-SZVGP,1,0,0,0,48,25-48 meses,Two year,Bank transfer (automatic),Fiber optic,108.1,5067.45,No,0.4071,Medio,0.0
4895-TMWIR,1,1,1,0,11,0-12 meses,Month-to-month,Mailed check,No,19.95,214.75,Yes,0.211,Bajo,0.0
0533-BNWKF,0,1,1,0,55,49-72 meses,Month-to-month,Electronic check,Fiber optic,85.45,4874.7,Yes,0.5789,Medio,0.0
1708-PBBOA,0,0,0,0,42,25-48 meses,One year,Electronic check,DSL,54.75,2348.45,No,0.2697,Bajo,0.0
8782-LKFPK,1,0,0,0,44,25-48 meses,Month-to-month,Mailed check,Fiber optic,90.4,4063.0,No,0.5519,Medio,0.0
5522-JBWMO,1,0,0,1,1,0-12 meses,Month-to-month,Electronic check,DSL,44.0,44.0,No,0.7347,Alto,44.0
3597-MVHJT,0,0,0,0,27,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,95.6,2595.25,No,0.6621,Alto,95.6
9774-NRNAU,1,1,1,0,27,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,84.8,2309.55,No,0.3634,Medio,0.0
0224-RLWWD,0,1,0,0,2,0-12 meses,Month-to-month,Electronic check,DSL,44.3,89.3,No,0.7727,Alto,44.3
9967-ATRFS,0,0,0,0,19,13-24 meses,Month-to-month,Mailed check,No,19.9,367.55,No,0.1619,Bajo,0.0
3951-NJCVI,0,1,1,0,42,25-48 meses,Month-to-month,Electronic check,Fiber optic,95.05,3944.5,No,0.7259,Alto,95.05
2977-CEBSX,0,0,0,0,66,49-72 meses,Two year,Credit card (automatic),DSL,90.05,5965.95,No,0.0618,Bajo,0.0
0177-PXBAT,1,1,1,0,33,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,109.9,3694.7,No,0.5377,Medio,0.0
6599-CEBNN,0,0,0,0,34,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,73.95,2524.45,Yes,0.5668,Medio,0.0
2519-ERQOJ,1,1,0,0,33,25-48 meses,Month-to-month,Electronic check,DSL,54.6,1803.7,No,0.3815,Medio,0.0
5876-QMYLD,0,0,1,1,23,13-24 meses,One year,Mailed check,No,20.05,415.1,No,0.0542,Bajo,0.0
2277-AXSDC,0,0,0,0,32,25-48 meses,One year,Bank transfer (automatic),No,19.75,624.15,No,0.0759,Bajo,0.0
9442-JTWDL,0,0,0,0,11,0-12 meses,One year,Credit card (automatic),No,20.05,237.7,No,0.1617,Bajo,0.0
